authors,paperId,title,venue,year,no_citations,abstract
"Y. Chen, Yu-Kun Lai, Yongjin Liu",a329c2ef83674487fdaff7fd6513098bc3505537,Transforming photos to comics using convolutional neural networks,2017 IEEE International Conference on Image Processing (ICIP),2017.0,10,"In this paper, inspired by Gatys's recent work, we propose a novel approach that transforms photos to comics using deep convolutional neural networks (CNNs). While Gatys's method that uses a pre-trained VGG network generally works well for transferring artistic styles such as painting from a style image to a content image, for more minimalist styles such as comics, the method often fails to produce satisfactory results. To address this, we further introduce a dedicated comic style CNN, which is trained for classifying comic images and photos. This new network is effective in capturing various comic styles and thus helps to produce better comic stylization results. Even with a grayscale style image, Gatys's method can still produce colored output, which is not desirable for comics. We develop a modified optimization framework such that a grayscale image is guaranteed to be synthesized. To avoid converging to poor local minima, we further initialize the output image using grayscale version of the content image. Various examples show that our method synthesizes better comic images than the state-of-the-art method."
"Jianjun Lei, Kaifu Zheng, Hua Zhang, Xiaochun Cao, N. Ling, Y. Hou",edfa8dbe19ca6605b516612dddee123606743ccb,Sketch based image retrieval via image-aided cross domain learning,2017 IEEE International Conference on Image Processing (ICIP),2017.0,9,"Existing methods on sketch based image retrieval (SBIR) are usually based on the hand-crafted features whose ability of representation is limited. In this paper, we propose a sketch based image retrieval method via image-aided cross domain learning. First, the deep learning model is introduced to learn the discriminative features. However, it needs a large number of images to train the deep model, which is not suitable for the sketch images. Thus, we propose to extend the sketch training images via introducing the real images. Specifically, we initialize the deep models with extra image data, and then extract the generalized boundary from real images as the sketch approximation. The using of generalized boundary is under the assumption that their domain is similar with sketch domain. Finally, the neural network is fine-tuned with the sketch approximation data. Experimental results on Flicker15 show that the proposed method has a strong ability to link the associated image-sketch pairs and the results outperform state-of-the-arts methods."
"Tianbi Jiang, Gui-Song Xia, Qikai Lu",673bd00caccb10a7e91f35d9d5f4ded1c6bcad95,Sketch-based aerial image retrieval,2017 IEEE International Conference on Image Processing (ICIP),2017.0,9,"Notwithstanding aerial image retrieval is an important and obligatory task, existing retrieval systems lose their efficiency when there is no available aerial image used as the exemplar query. In this paper, we take free-hand sketches into consideration and address the problem of sketch-based aerial image retrieval. This is an extremely challenging task due to the complex surface structures and huge variations of resolutions of aerial images, and few works have been devoted to it. For the first time to our knowledge, we propose a framework to bridge the gap between sketches and aerial images. Specifically, an aerial sketch-image dataset is first collected. Sketches and aerial images are augmented to varied levels of details and used to train a multi-scale deep hierarchical model. The fully-connected layers of the deep model are used as cross-domain features, and the similarity between aerial images and sketches is measured by the Euclidean distance. Experiments on several public aerial image datasets demonstrate the efficiency and superiority of the proposed method."
"Q. Guo, Ce Zhu, Zhiqiang Xia, Z. Wang, Y. Liu",ccffab56bfb563b87b6e1ec11cfbac9c24207590,Attribute-controlled face photo synthesis from simple line drawing,2017 IEEE International Conference on Image Processing (ICIP),2017.0,9,"Face photo synthesis from simple line drawing is a one-to-many task as simple line drawing merely contains the contour of human face. Previous exemplar-based methods are over-dependent on the datasets and are hard to generalize to complicated natural scenes. Recently, several works utilize deep neural networks to increase the generalization, but they are still limited in the controllability of the users. In this paper, we propose a deep generative model to synthesize face photo from simple line drawing controlled by face attributes such as hair color and complexion. In order to maximize the controllability of face attributes, an attribute-disentangled variational auto-encoder (AD-VAE) is firstly introduced to learn latent representations disentangled with respect to specified attributes. Then we conduct photo synthesis from simple line drawing based on AD-VAE. Experiments show that our model can well disentangle the variations of attributes from other variations of face photos and synthesize detailed photorealistic face images with desired attributes. Regarding background and illumination as the style and human face as the content, we can also synthesize face photos with the target style of a style photo."
"J. Coër, H. Laurent, M. C. Oliveira, P. Manach, L. Menezes",3efde2ab2065ded122b5b49afd689f5890c5d7eb,Detailed experimental and numerical analysis of a cylindrical cup deep drawing: Pros and cons of using solid-shell elements,,2017.0,9,"The Swift test was originally proposed as a formability test to reproduce the conditions observed in deep drawing operations. This test consists on forming a cylindrical cup from a circular blank, using a flat bottom cylindrical punch and has been extensively studied using both analytical and numerical methods. This test can also be combined with the Demeri test, which consists in cutting a ring from the wall of a cylindrical cup, in order to open it afterwards to measure the springback. This combination allows their use as benchmark test, in order to improve the knowledge concerning the numerical simulation models, through the comparison between experimental and numerical results. The focus of this study is the experimental and numerical analyses of the Swift cup test, followed by the Demeri test, performed with an AA5754-O alloy at room temperature. In this context, a detailed analysis of the punch force evolution, the thickness evolution along the cup wall, the earing profile, the strain paths and their evolution and the ring opening is performed. The numerical simulation is performed using the finite element code ABAQUS, with solid and solid-shell elements, in order to compare the computational efficiency of these type of elements. The results show that the solid-shell element is more cost-effective than the solid, presenting global accurate predictions, excepted for the thinning zones. Both the von Mises and the Hill48 yield criteria predict the strain distributions in the final cup quite accurately. However, improved knowledge concerning the stress states is still required, because the Hill48 criterion showed difficulties in the correct prediction of the springback, whatever the type of finite element adopted."
"Gangjoon Yoon, S. Yoon",6f366326ac400ad388c205394f2c176fdc58a2bb,Sketch-based 3D object recognition from locally optimized sparse features,Neurocomputing,2017.0,8,"We propose a user-drawn sketch image-based three-dimensional (3D) object recognition method, which automatically learns and optimizes features by using unsupervised algorithm to overcome the difficulty of extracting robust features from the black and white sketch image. As a preprocessing task, both the sketch image database and the projected image database of the 3D objects are built by learning with various user-drawn sketch images and suggestive contour images of the 3D objects respectively, and each sketch image is mapped to the most similar projected database image by measuring the similarity. This enables us to avoid a direct comparison of the sketch query and the projected images of the 3D objects and to use the learned robust sparse features of the trained sketch images in the sketch database, compensating for the difference between the user-drawn sketch image and synthesized images of the 3D mesh model. The locally-enforced feature optimization of the local and global features of the database images reduces the error and retains the feature properties. Furthermore, we quantitatively compared the proposed method to previous remarkable object recognition approaches. Numerous experiments on various challenging 3D objects and sketch images demonstrate that the proposed methodology performs favorably against several state-of-the-art algorithms."
"Jing Huo, Yang Gao, Y. Shi, Hujun Yin",0d40a5118987c260934a2b7fb4a70c8aaba2e9c3,Variation Robust Cross-Modal Metric Learning for Caricature Recognition,ACM Multimedia,2017.0,8,"In this paper, a variation robust cross-modal metric learning (VR-CM2L) method is proposed for caricature recognition. The goal of caricature recognition is to match a caricature with a photo. This recognition process needs to deal with all kind of variations including different modalities, facial appearance exaggerations, changes in viewpoint, expression, and illumination, etc. All these variations lead to severe misalignment between features of caricatures and photos. To deal with these problems, a specifically designed facial landmark based feature extraction scheme is proposed, where features of caricatures and photos are extracted using different feature extraction steps. At each facial landmark, features of photos are extracted with fixed viewing angle and scale, while features of caricatures are extracted with different scales and viewing angles. To measure the similarity of these features, multiple cross-modal metrics are learned at different facial landmarks in one optimization framework to guarantee global optimum. As the measured features are from two modalities (caricature and photo), cross-modal metric is used to remove modality variations. Pooling at distance level is used during metric optimization to further align the features of caricatures and photos. The introduced pooling step makes the learning method more robust to variations. Experimental results demonstrate the effectiveness of the proposed method on two caricature datasets with various variations."
"F. Gao, Shengjie Shi, Jun Yu, Qingming Huang",7b6aadee5d287962e788598361cd02f8292b1e3e,Composition-aided Sketch-realistic Portrait Generation,ArXiv,2017.0,8,"Sketch portrait generation is of wide applications including digital entertainment and law enforcement. Despite the great progress achieved by existing face sketch generation methods, they mostly yield blurred effects and great deformation over various facial parts. In order to tackle this challenge, we propose a novel composition-aided generative adversarial network (CA-GAN) for sketch portrait generation. First, we utilize paired inputs including a face photo and the corresponding pixel-wise face labels for generating the portrait. Second, we propose an improved pixel loss, termed compositional loss, to focus training on hard-generated components and delicate facial structures. Moreover, we use stacked CA-GANs (stack-CA-GAN) to further rectify defects and add compelling details. Experimental results show that our method is capable of generating identity-preserving, sketch-realistic, and visually comfortable sketch portraits over a wide range of challenging data, and outperforms existing methods. Besides, our methods show considerable generalization ability."
"Evan Byrne, R. Gribonval, Philip Schniter",b7f4c123b3fbb01259a5d05a08dfae634cd5ae46,Sketched clustering via hybrid approximate message passing,"2017 51st Asilomar Conference on Signals, Systems, and Computers",2017.0,7,"In sketched clustering, the dataset is first sketched down to a vector of modest size, from which the cluster centers are subsequently extracted. The goal is to perform clustering more efficiently than with methods that operate on the full training data, such as k-means++. For the sketching methodology recently proposed by Keriven, Gribonval, et al., which can be interpreted as a random sampling of the empirical characteristic function, we propose a cluster recovery algorithm based on simplified hybrid generalized approximate message passing (SHyGAMP). Numerical experiments suggest that our approach is more efficient than the state-of-the-art sketched clustering algorithms (in both computational and sample complexity) and more efficient than k-means++ in certain regimes."
"Fei Huang, Yong Cheng, Cheng Jin, Yuejie Zhang, T. Zhang",9a5af8af77c32068ad590de11a44b01fe9ce5e39,Deep Multimodal Embedding Model for Fine-grained Sketch-based Image Retrieval,SIGIR,2017.0,7,"Fine-grained Sketch-based Image Retrieval (Fine-grained SBIR), which uses hand-drawn sketches to search the target object images, has been an emerging topic over the last few years. The difficulties of this task not only come from the ambiguous and abstract characteristics of sketches with less useful information, but also the cross-modal gap at both visual and semantic level. However, images on the web are always exhibited with multimodal contents. In this paper, we consider Fine-grained SBIR as a cross-modal retrieval problem and propose a deep multimodal embedding model that exploits all the beneficial multimodal information sources in sketches and images. In our experiment with large quantity of public data, we show that the proposed method outperforms the state-of-the-art methods for Fine-grained SBIR."
"D. Varga, C. Szabó, T. Szirányi",4673e98fe03f969f9cc110b40405b1d25ed21ea4,Automatic Cartoon Colorization Based on Convolutional Neural Network,CBMI,2017.0,7,"This paper deals with automatic cartoon colorization. This is a hard issue, since it is an ill-posed problem that usually requires user intervention to achieve high quality. Motivated by the recent successes in natural image colorization based on deep learning techniques, we investigate the colorization problem at the cartoon domain using Convolutional Neural Network. To our best knowledge, no existing papers or research studies address this problem using deep learning techniques. Here we investigate a deep Convolutional Neural Network based automatic color filling method for cartoons."
"H. Li, Hefeng Wu, Xiangjian He, Shujin Lin, Ruomei Wang, Xiaonan Luo",c98b4c9a952a4be1ffceb98fdcef66f004a74eba,Multi-view pairwise relationship learning for sketch based 3D shape retrieval,2017 IEEE International Conference on Multimedia and Expo (ICME),2017.0,7,"Recent progress in sketch-based 3D shape retrieval creates a novel and user-friendly way to explore massive 3D shapes on the Internet. However, current methods on this topic rely on designing invariant features for both sketches and 3D shapes, or complex matching strategies. Therefore, they suffer from problems like arbitrary drawings and inconsistent viewpoints. To tackle this problem, we propose a probabilistic framework based on Multi-View Pairwise Relationship (MVPR) learning. Our framework includes multiple views of 3D shapes as the intermediate layer between sketches and 3D shapes, and transforms the original retrieval problem into the form of inferring pairwise relationship between sketches and views. We accomplish pairwise relationship inference by a novel MVPR net, which can automatically predict and merge the pairwise relationships between a sketch and multiple views, thus freeing us from exhaustively selecting the best view of 3D shapes. We also propose to learn robust features for sketches and views via fine-tuning pre-trained networks. Extensive experiments on a large dataset demonstrate that the proposed method can outperform state-of-the-art methods significantly."
"Shuang Wu, Hua Yang, Shibao Zheng, Hang Su, Qin Zhou, X. Lu",ca3ff5775a5e63249850ea3b20585b1faa857c72,Motion sketch based crowd video retrieval,Multimedia Tools and Applications,2017.0,7,"Crowd video retrieval with desired motion flow segmentation is an important problem in surveillance video management, e.g., video indexing and browsing, especially in the age of big data. In this paper, we address this issue from the motion-level perspective by using hand-drawn sketches as queries. Motion sketch based crowd video retrieval naturally suffers from challenges in crowd motion representation and similarity measurement. To tackle them, we propose to (1) leverage the motion structure coding algorithm for motion-level video indexing and hand-drawn sketch representation and (2) exploit distance metric fusion strategy incorporated with Ranking SVM for measuring the relevant degree between a sketch query and crowd videos. Specifically, for video indexing, motion decomposition is utilized to separate sub-motion vector fields with typical patterns from a set of optical flows. Then, the motion-level descriptors of the vector fields are computed and stored in an index database. To represent motion sketches, we propose a mechanism by vectorizing the sketches followed by motion structure coding. In the retrieval stage, we first compute the pairwise distance with different metrics between a new sketch query and crowd videos, and then stack them into a feature vector as the input of the Ranking SVM algorithm. Finally, we use the learned retrieval model to predict the ranking score of each crowd video in the database. Experimental results on the publicly available crowd datasets show the robustness and effectiveness of the proposed sketch based crowd video retrieval system."
"Conghui Hu, Da Li, Yi-Zhe Song, Timothy M. Hospedales",4ef4cfe5a74b4f2d1eab880367b296275566764f,Now You See Me: Deep Face Hallucination for Unviewed Sketches,BMVC,2017.0,7,"Face hallucination has been well studied in the last decade because of its useful applications in law enforcement and entertainment. Promising results on the problem of sketch-photo face hallucination have been achieved with classic, and increasingly deep learning-based methods. However, synthesized photos still lack the crisp fidelity of real photos. More importantly, good results have primarily been demonstrated on very constrained datasets where the style variability is very low, and crucially the sketches are perfectly align-able traces of the ground-truth photos. However, realistic applications in entertainment or law enforcement require working with more unconstrained sketches drawn from memory or description, which are not rigidly align-able. In this paper, we develop a new deep learning approach to address these settings. Our image-image regression network is trained with a combination of content and adversarial losses to generate crisp photorealistic images, and it contains an integrated spatial transformer network to deal with non-rigid alignment between the domains. We evaluate face synthesis on classic constrained, as well as unviewed, benchmarks namely CUHK, MGDB, and FSMD. The results qualitatively and quantitatively outperform existing approaches."
"Qi Jia, Meiyu Yu, Xin Fan, Haojie Li",579fe3f57c75ffb64ea6e611f1665b9d774b0e38,Sequential Dual Deep Learning with Shape and Texture Features for Sketch Recognition,ArXiv,2017.0,7,"Recognizing freehand sketches with high arbitrariness is greatly challenging. Most existing methods either ignore the geometric characteristics or treat sketches as handwritten characters with fixed structural ordering. Consequently, they can hardly yield high recognition performance even though sophisticated learning techniques are employed. In this paper, we propose a sequential deep learning strategy that combines both shape and texture features. A coded shape descriptor is exploited to characterize the geometry of sketch strokes with high flexibility, while the outputs of constitutional neural networks (CNN) are taken as the abstract texture feature. We develop dual deep networks with memorable gated recurrent units (GRUs), and sequentially feed these two types of features into the dual networks, respectively. These dual networks enable the feature fusion by another gated recurrent unit (GRU), and thus accurately recognize sketches invariant to stroke ordering. The experiments on the TU-Berlin data set show that our method outperforms the average of human and state-of-the-art algorithms even when significant shape and appearance variations occur."
"Samet Hicsonmez, Nermin Samet, Fadime Sener, P. D. Sahin",dd0b9f98ff795db45fe951734c73f5628322afc0,DRAW: Deep Networks for Recognizing Styles of Artists Who Illustrate Children's Books,ICMR,2017.0,7,"This paper is motivated from a young boy's capability to recognize an illustrator's style in a totally different context. In the book ""We are All Born Free"" [1], composed of selected rights from the Universal Declaration of Human Rights interpreted by different illustrators, the boy was surprised to see a picture similar to the ones in the ""Winnie the Witch"" series drawn by Korky Paul (Figure [1]). The style was noticeable in other characters of the same illustrator in different books as well. The capability of a child to easily spot the style was shown to be valid for other illustrators such as Axel Scheffler and Debi Gliori. The boy's enthusiasm let us to start the journey to explore the capabilities of machines to recognize the style of illustrators. We collected pages from children's books to construct a new illustrations dataset consisting of about 6500 pages from 24 artists. We exploited deep networks for categorizing illustrators and with around 94% classification performance our method over-performed the traditional methods by more than 10%. Going beyond categorization we explored transferring style. The classification performance on the transferred images has shown the ability of our system to capture the style. Furthermore, we discovered representative illustrations and discriminative stylistic elements."
"Jun Yu, Shengjie Shi, F. Gao, D. Tao, Qingming Huang",1c4e70a7ed70cb068d69191e43356ed8969ccb00,Composition-Aided Face Photo-Sketch Synthesis,,2017.0,6,
"Yuusuke Kataoka, Takashi Matsubara, K. Uehara",e671983bb6fef8509a35ee897e50d632bcf95c56,Automatic manga colorization with color style by generative adversarial nets,"2017 18th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD)",2017.0,6,"Many comic books are now published as digital books, which easily provide color contents compared to the physical books. The motivation of automatic colorization of comic books now arises. Previous studies colorize sketches without other clues or with spatial color annotations. They are expected to reduce workloads of comic artists but still require spatial color annotations for desirable colorizations. This study introduces a color style information and combines it with conditional adversarially learned inference. The experimental results demonstrate that the objects are painted with colors depending on the color style information and that the color style information extracted from a color image supports to painting an object with a desirable color."
"Fei Wang, Shujin Lin, Xiaonan Luo, Hefeng Wu, Ruomei Wang, Fan Zhou",7de9f706863ff95943b0ee857bb646d795726f69,A Data‐Driven Approach for Sketch‐Based 3D Shape Retrieval via Similar Drawing‐Style Recommendation,Comput. Graph. Forum,2017.0,6,"Sketching is a simple and natural way of expression and communication for humans. For this reason, it gains increasing popularity in human computer interaction, with the emergence of multitouch tablets and styluses. In recent years, sketch‐based interactive methods are widely used in many retrieval systems. In particular, a variety of sketch‐based 3D model retrieval works have been presented. However, almost all of these works focus on directly matching sketches with the projection views of 3D models, and they suffer from the large differences between the sketch drawing and the views of 3D models, leading to unsatisfying retrieval results. Therefore, in this paper, during the matching procedure in the retrieval, we propose to match the sketch with each 3D model from historical users instead of projection views. Yet since the sketches between the current user and the historical users can have big difference, we also aim to handle users' personalized deviations and differences. To this end, we leverage recommendation algorithms to estimate the drawing style characteristic similarity between the current user and historical users. Experimental results on the Large Scale Sketch Track Benchmark(SHREC14LSSTB) demonstrate that our method outperforms several state‐of‐the‐art methods."
"S. Kasiviswanathan, Nina Narodytska, Hongxia Jin",fa4d6f83ac667113c636a273175abc1fae2b7819,Deep Neural Network Approximation using Tensor Sketching,ArXiv,2017.0,6,"Deep neural networks are powerful learning models that achieve state-of-the-art performance on many computer vision, speech, and language processing tasks. In this paper, we study a fundamental question that arises when designing deep network architectures: Given a target network architecture can we design a smaller network architecture that approximates the operation of the target network? The question is, in part, motivated by the challenge of parameter reduction (compression) in modern deep neural networks, as the ever increasing storage and memory requirements of these networks pose a problem in resource constrained environments. 
In this work, we focus on deep convolutional neural network architectures, and propose a novel randomized tensor sketching technique that we utilize to develop a unified framework for approximating the operation of both the convolutional and fully connected layers. By applying the sketching technique along different tensor dimensions, we design changes to the convolutional and fully connected layers that substantially reduce the number of effective parameters in a network. We show that the resulting smaller network can be trained directly, and has a classification accuracy that is comparable to the original network."
"J. Vie, F. Yger, Ryan Lahfa, Basile Clément, Kévin Cocchi, Thomas Chalumeau, H. Kashima",8210470966ca5e5c9679cd4d7ca478699c3d3988,Using Posters to Recommend Anime and Mangas in a Cold-Start Scenario,2017 14th IAPR International Conference on Document Analysis and Recognition (ICDAR),2017.0,6,"Item cold-start is a classical issue in recommender systems that affects anime and manga recommendations as well. This problem can be framed as follows: how to predict whether a user will like a manga that received few ratings from the community? Content-based techniques can alleviate this issue but require extra information, that is usually expensive to gather. In this paper, we use a deep learning technique, Illustration2Vec, to easily extract tag information from the manga and anime posters (e.g., sword, or ponytail). We propose BALSE (Blended Alternate Least Squares with Explanation), a new model for collaborative filtering, that benefits from this extra information to recommend mangas. We show, using real data from an online manga recommender system called Mangaki, that our model improves substantially the quality of recommendations, especially for less-known manga, and is able to provide an interpretation of the taste of the users."
"Ting Han, David Schlangen",ce08c90190a592e2f45ca3ab80c50865c39e1607,Draw and Tell: Multimodal Descriptions Outperform Verbal- or Sketch-Only Descriptions in an Image Retrieval Task,IJCNLP,2017.0,5,"While language conveys meaning largely symbolically, actual communication acts typically contain iconic elements as well: People gesture while they speak, or may even draw sketches while explaining something. Image retrieval prima facie seems like a task that could profit from combined symbolic and iconic reference, but it is typically set up to work either from language only, or via (iconic) sketches with no verbal contribution. Using a model of grounded language semantics and a model of sketch-to-image mapping, we show that adding even very reduced iconic information to a verbal image description improves recall. Verbal descriptions paired with fully detailed sketches still perform better than these sketches alone. We see these results as supporting the assumption that natural user interfaces should respond to multimodal input, where possible, rather than just language alone."
"Zheqi He, Yafeng Zhou, Yongtao Wang, Zhi Tang",5763c557a2b2c387f4254eb6b588ef8758735476,SReN: Shape Regression Network for Comic Storyboard Extraction,AAAI,2017.0,5,"The goal of storyboard extraction is to decompose the comic image into storyboards, which is the fundamental step of comic image understanding and producing digital comic documents suitable for mobile reading. Most of existing approaches are based on hand crafted low-level visual patters like edge segments and line segments, which do not capture high-level vision information. To overcome this drawback of the existing approaches, we propose a novel architecture based on deep convolutional neural network, named Shape Regression Network (SReN), to detect storyboards within comic images. Firstly, we use Fast R-CNN to generate rectangle bounding boxes as storyboard proposals. Then we train a deep neural network to predict quadrangles for these proposals. Unlike existing object detection methods which only output rectangle bounding boxes, SReN can produce more precise quadrangle bounding boxes. Experimental results on 7382 comic pages, demonstrate that SReN outperforms the state-of-the-art methods by more than 10% in terms of F1score and page correction rate."
"Ravi Kiran Sarvadevabhatla, Sudharshan Suresh, R. Venkatesh Babu",062ebea1c4861cf90f18c369b3d729b79b076f8f,Object Category Understanding via Eye Fixations on Freehand Sketches,IEEE Transactions on Image Processing,2017.0,5,"The study of eye gaze fixations on photographic images is an active research area. In contrast, the image sub-category of freehand sketches has not received as much attention for such studies. In this paper, we analyze the results of a free-viewing gaze fixation study conducted on 3904 freehand sketches distributed across 160 object categories. Our analysis shows that fixation sequences exhibit marked consistency within a sketch, across sketches of a category and even across suitably grouped sets of categories. This multi-level consistency is remarkable given the variability in depiction and extreme image content sparsity that characterizes hand-drawn object sketches. In this paper, we show that the multi-level consistency in the fixation data can be exploited to 1) predict a test sketch’s category given only its fixation sequence and 2) build a computational model which predicts part-labels underlying fixations on objects. We hope that our findings motivate the community to deem sketch-like representations worthy of gaze-based studies vis-a-vis photographic images."
"A. Igamberdiev, Wouter Meulemans, André Schulz",ac9b78349d677666b4f062a0e9999a23e0554e94,Drawing Planar Cubic 3-Connected Graphs with Few Segments: Algorithms & Experiments,J. Graph Algorithms Appl.,2017.0,5,"A drawing of a graph can be understood as an arrangement of geometric objects. In the most natural setting the arrangement is formed by straight-line segments. Every cubic planar 3-connected graph with n n vertices has such a drawing with only n/2+3 n/2+3 segments, matching the lower bound. This result is due to Mondal et al. [J. of Comb. Opt., 25], who gave an algorithm for constructing such drawings. We introduce two new algorithms that also produce drawings with n/2+3 n/2+3 segments. One algorithm is based on a sequence of dual edge contractions, the other is based on a recursion of nested cycles. We also show a flaw in the algorithm of Mondal et al. and present a fix for it. We then compare the performance of these three algorithms by measuring angular resolution, edge length and face aspect ratio of the constructed drawings. We observe that the corrected algorithm of Mondal et al. mostly outperforms the other algorithms, especially in terms of angular resolution. However, the new algorithms perform better in terms of edge length and minimal face aspect ratio."
"Yang Song, Zhifei Zhang, H. Qi",4589d6bbb3186fc001ea2a42ae1ea2718edba915,Recursive Cross-Domain Face/Sketch Generation from Limited Facial Parts,ArXiv,2017.0,5,"We start by asking an interesting yet challenging question, “If a large proportion (e.g., more than 90% as shown in Fig. 1) of the face/sketch is missing, can a realistic whole face sketch/image still be estimated?” Existing face completion and generation methods either do not conduct domain transfer learning or can not handle large missing area. For example, the inpainting approach tends to blur the generated region when the missing area is large (i.e., more than 50%). In this paper, we exploit the potential of deep learning networks in filling large missing region (e.g., as high as 95% missing) and generating realistic faces with high-fidelity in cross domains. We propose the recursive generation by bidirectional transformation networks (rBTN) that recursively generates a whole face/sketch from a small sketch/face patch. The large missing area and the cross domain challenge make it difficult to generate satisfactory results using a unidirectional cross-domain learning structure. On the other hand, a forward and backward bidirectional learning between the face and sketch domains would enable recursive estimation of the missing region in an incremental manner (Fig. 1) and yield appealing results. r-BTN also adopts an adversarial constraint to encourage the generation of realistic faces/sketches. Extensive experiments have been conducted to demonstrate the superior performance from r-BTN as compared to existing potential solutions."
"D. Lee, John Lee, Tarique Siddiqui, Jaewoo Kim, K. Karahalios, Aditya G. Parameswaran",f5b3ab9b64ccc9a704e3de0e5e2c6e5ef2578bef,Accelerating Scientific Data Exploration via Visual Query Systems,ArXiv,2017.0,5,"The increasing availability of rich and complex data in a variety of scientific domains poses a pressing need for tools to enable scientists to rapidly make sense of and gather insights from data. One proposed solution is to design visual query systems (VQSs) that allow scientists to search for desired patterns in their datasets. While many existing VQSs promise to accelerate exploratory data analysis by facilitating this search, they are unfortunately not widely used in practice. Through a year-long collaboration with scientists in three distinct domains---astronomy, genetics, and material science---we study the impact of various features within VQSs that can aid rapid visual data analysis, and how VQSs fit into a scientists' analysis workflow. Our findings offer design guidelines for improving the usability and adoption of next-generation VQSs, paving the way for VQSs to be applied to a variety of scientific domains."
"Bingwen Jin, Songhua Xu, Weidong Geng",89a8e2566ff10a62011b43ccb784e3b751aa29c3,Learning to sketch human facial portraits using personal styles by case-based reasoning,Multimedia Tools and Applications,2017.0,4,"This paper employs case-based reasoning (CBR) to capture the personal styles of individual artists and generate the human facial portraits from photos accordingly. For each human artist to be mimicked, a series of cases are firstly built-up from her/his exemplars of source facial photo and hand-drawn sketch, and then its stylization for facial photo is transformed as a style-transferring process of iterative refinement by looking-for and applying best-fit cases in a sense of style optimization. Two models, fitness evaluation model and parameter estimation model, are learned for case retrieval and adaptation respectively from these cases. The fitness evaluation model is to decide which case is best-fitted to the sketching of current interest, and the parameter estimation model is to automate case adaptation. The resultant sketch is synthesized progressively with an iterative loop of retrieval and adaptation of candidate cases until the desired aesthetic style is achieved. To explore the effectiveness and advantages of the novel approach, we experimentally compare the sketch portraits generated by the proposed method with that of a state-of-the-art example-based facial sketch generation algorithm as well as a couple commercial software packages. The comparisons reveal that our CBR based synthesis method for facial portraits is superior both in capturing and reproducing artists’ personal illustration styles to the peer methods."
"H. Zhang, C. Zhang, Ming Wu",2921dbe59e26ed57eaf65b174dab62457766c5d7,Sketch-based cross-domain image retrieval via heterogeneous network,2017 IEEE Visual Communications and Image Processing (VCIP),2017.0,3,"The development of image diversity has led multiple fields' application of cross-domain image retrieval. In this paper, we propose a heterogeneous dual network (two different networks) based on sketches and images. End-to-end cross-domain image retrieval is realized by limiting the similarity of features extracted from the two networks through the method of combining the contrastive loss with the triplet ranking loss. We also study how the order of drawings affects the sketch retrieval. Compared to the Siamese network, we avoid edge extraction for preprocessing, and the effect of fine-grained retrieval is further enhanced."
"Yen-Cheng Liu, Wei-Chen Chiu, Sheng-De Wang, Yu-Chiang Frank Wang",14a8f79ede14be602b40aa1cba4498e811ab6a9e,Domain-Adaptive generative adversarial networks for sketch-to-photo inversion,2017 IEEE 27th International Workshop on Machine Learning for Signal Processing (MLSP),2017.0,3,"Generating photo-realistic images from multiple style sketches is one of challenging tasks in image synthesis with important applications such as facial composite for suspects. While machine learning techniques have been applied for solving this problem, the requirement of collecting sketch and face photo image pairs would limit the use of the learned model for rendering sketches of different styles. In this paper, we propose a novel deep learning model of Domain-adaptive Generative Adversarial Networks (DA-GAN). The design of DA-GAN performs cross-style sketch-to-photo inversion, which mitigates the difference across input sketch styles without the need to collect a large number of sketch and face image pairs for training purposes. In experiments, we show that our method is able to produce satisfactory results as well as performing favorably against state-of-the-art approaches."
"Yuki Daiku, Olivier Augereau, M. Iwata, K. Kise",c30836156326bbabccc928e47fb3cfb74e9fe9ff,Comic Story Analysis Based on Genre Classification,2017 14th IAPR International Conference on Document Analysis and Recognition (ICDAR),2017.0,3,"People who are reading comics are interested not only by the estheticism of the graphics but also by interesting stories. Therefore, understanding the detail of comic story is an important step to build comic retrieval systems based on readers' interest. As a method of understanding comic story, we propose to convert comic story into a novel formatted narrative structure, which uses comic genres as the representation of the contents of story. Each page of a comic volume is classified into a genre by using convolutional neural network. Generally, in machine learning, labeling ground truth on a large number of training samples is necessary, which costs time and money. In this paper, we propose a story analysis method which can describe a comic story as the sequence of genres with relatively low manual cost. The experimental results show the effectiveness of our proposed method."
"Fei Huang, Cheng Jin, Yuejie Zhang, T. Zhang",c0d9cf2be13788b8e91a3b4ffdc74e33a0ef8216,Towards sketch-based image retrieval with deep cross-modal correlation learning,2017 IEEE International Conference on Multimedia and Expo (ICME),2017.0,3,"A novel scheme with deep cross-modal correlation learning is developed in this paper to facilitate more effective Sketch-based Image Retrieval (SBIR) for large-scale annotated images. It integrates the deep multimodal feature generation, deep cross-modal correlation learning and similarity search optimization through mining all the beneficial multimodal information sources in sketches and images, which can be treated as an inter-related correlation distribution over deep representations of sketches and images. Very positive results were obtained in our experiments using a large quantity of public data."
