id,published,title,authors,paperId
http://arxiv.org/abs/2008.03519v1,2020-08-08T13:31:14Z,"Learning abstract structure for drawing by efficient motor program
  induction","['Lucas Y. Tian', 'Kevin Ellis', 'Marta Kryven', 'Joshua B. Tenenbaum']",arXiv:2008.03519
http://arxiv.org/abs/2008.01839v3,2020-08-04T21:29:05Z,Sketching Datasets for Large-Scale Learning (long version),"['Rémi Gribonval', 'Antoine Chatalic', 'Nicolas Keriven', 'Vincent Schellekens', 'Laurent Jacques', 'Philip Schniter']",arXiv:2008.01839
http://arxiv.org/abs/2007.15171v1,2020-07-30T01:12:33Z,"DroneLight: Drone Draws in the Air using Long Exposure Light Painting
  and ML","['Roman Ibrahimov', 'Nikolay Zherdev', 'Dzmitry Tsetserukou']",arXiv:2007.15171
http://arxiv.org/abs/2007.15103v2,2020-07-29T20:50:25Z,"Cross-Modal Hierarchical Modelling for Fine-Grained Sketch Based Image
  Retrieval","['Aneeshan Sain', 'Ayan Kumar Bhunia', 'Yongxin Yang', 'Tao Xiang', 'Yi-Zhe Song']",arXiv:2007.15103
http://arxiv.org/abs/2007.13332v1,2020-07-27T07:13:10Z,Few-shot Knowledge Transfer for Fine-grained Cartoon Face Generation,"['Nan Zhuang', 'Cheng Yang']",arXiv:2007.13332
http://arxiv.org/abs/2007.12669v1,2020-07-24T17:38:04Z,Scaling Graph Clustering with Distributed Sketches,"['Benjamin W. Priest', 'Alec Dunton', 'Geoffrey Sanders']",arXiv:2007.12669
http://arxiv.org/abs/2007.12553v1,2020-07-24T15:01:02Z,"Style Transfer for Co-Speech Gesture Animation: A Multi-Speaker
  Conditional-Mixture Approach","['Chaitanya Ahuja', 'Dong Won Lee', 'Yukiko I. Nakano', 'Louis-Philippe Morency']",arXiv:2007.12553
http://arxiv.org/abs/2007.11301v3,2020-07-22T09:36:31Z,DeepSVG: A Hierarchical Generative Network for Vector Graphics Animation,"['Alexandre Carlier', 'Martin Danelljan', 'Alexandre Alahi', 'Radu Timofte']",arXiv:2007.11301
http://arxiv.org/abs/2007.09344v1,2020-07-18T06:38:45Z,"Unsupervised Domain Attention Adaptation Network for Caricature
  Attribute Recognition","['Wen Ji', 'Kelei He', 'Jing Huo', 'Zheng Gu', 'Yang Gao']",arXiv:2007.09344
http://arxiv.org/abs/2007.08760v1,2020-07-17T05:12:13Z,Sketching Image Gist: Human-Mimetic Hierarchical Scene Graph Generation,"['Wenbin Wang', 'Ruiping Wang', 'Shiguang Shan', 'Xilin Chen']",arXiv:2007.08760
http://arxiv.org/abs/2007.07682v2,2020-07-15T13:46:34Z,FetchSGD: Communication-Efficient Federated Learning with Sketching,"['Daniel Rothchild', 'Ashwinee Panda', 'Enayat Ullah', 'Nikita Ivkin', 'Ion Stoica', 'Vladimir Braverman', 'Joseph Gonzalez', 'Raman Arora']",arXiv:2007.07682
http://arxiv.org/abs/2007.04717v1,2020-07-09T11:36:48Z,Animated GIF optimization by adaptive color local table management,"['Oliver Giudice', 'Dario Allegra', 'Francesco Guarnera', 'Filippo Stanco', 'Sebastiano Battiato']",arXiv:2007.04717
http://arxiv.org/abs/2007.04101v1,2020-07-07T15:23:22Z,"On Learning Semantic Representations for Million-Scale Free-Hand
  Sketches","['Peng Xu', 'Yongye Huang', 'Tongtong Yuan', 'Tao Xiang', 'Timothy M. Hospedales', 'Yi-Zhe Song', 'Liang Wang']",arXiv:2007.04101
http://arxiv.org/abs/2007.02190v2,2020-07-04T21:30:52Z,BézierSketch: A generative model for scalable vector sketches,"['Ayan Das', 'Yongxin Yang', 'Timothy Hospedales', 'Tao Xiang', 'Yi-Zhe Song']",arXiv:2007.02190
http://arxiv.org/abs/2006.13717v2,2020-06-22T22:30:39Z,Artist-Guided Semiautomatic Animation Colorization,"['Harrish Thasarathan', 'Mehran Ebrahimi']",arXiv:2006.13717
http://arxiv.org/abs/2006.11397v1,2020-06-20T22:43:53Z,"Semantically Tied Paired Cycle Consistency for Any-Shot Sketch-based
  Image Retrieval","['Anjan Dutta', 'Zeynep Akata']",arXiv:2006.11397
http://arxiv.org/abs/2006.10649v1,2020-06-18T16:21:04Z,Multi-Density Sketch-to-Image Translation Network,"['Jialu Huang', 'Jing Liao', 'Zhifeng Tan', 'Sam Kwong']",arXiv:2006.10649
http://arxiv.org/abs/2006.09807v1,2020-06-17T12:21:22Z,"Multi-Domain Level Generation and Blending with Sketches via
  Example-Driven BSP and Variational Autoencoders","['Sam Snodgrass', 'Anurag Sarkar']",arXiv:2006.09807
http://arxiv.org/abs/2006.09352v1,2020-06-16T17:47:48Z,A One-Pass Private Sketch for Most Machine Learning Tasks,"['Benjamin Coleman', 'Anshumali Shrivastava']",arXiv:2006.09352
http://arxiv.org/abs/2006.06165v1,2020-06-11T03:01:43Z,Automatic Photo to Ideophone Manga Matching,"['David A. Shamma', 'Tony Dunnigan', 'Lyndon Kennedy']",arXiv:2006.06165
http://arxiv.org/abs/2006.02071v1,2020-06-03T07:08:36Z,"Stellar Population Synthesis with Distinct Kinematics: Multi-Age
  Asymmetric Drift in SDSS-IV MaNGA Galaxies","['Shravan Shetty', 'Matthew A. Bershady', 'Kyle B. Westfall', 'Michele Cappellari', 'Niv Drory', 'David R. Law', 'Renbin Yan', 'Kevin Bundy']",arXiv:2006.02071
http://arxiv.org/abs/2006.01047v2,2020-06-01T16:20:23Z,Deep Generation of Face Images from Sketches,"['Shu-Yu Chen', 'Wanchao Su', 'Lin Gao', 'Shihong Xia', 'Hongbo Fu']",arXiv:2006.01047
http://arxiv.org/abs/2005.12744v1,2020-05-26T14:13:07Z,"Circumnuclear regions of different BPT types in star-forming MaNGA
  galaxies: AGN detectability","['L. S. Pilyugin', 'E. K. Grebel', 'I. A. Zinchenko', 'M. A. Lara-Lopez', 'Y. A. Nefedyev', 'V. M. Shulga']",arXiv:2005.12744
http://arxiv.org/abs/2005.11489v1,2020-05-23T07:47:46Z,"AnimGAN: A Spatiotemporally-Conditioned Generative Adversarial Network
  for Character Animation","['Maryam Sadat Mirzaei', 'Kourosh Meshgi', 'Etienne Frigo', 'Toyoaki Nishida']",arXiv:2005.11489
http://arxiv.org/abs/2005.09159v1,2020-05-19T01:35:44Z,"Sketch-BERT: Learning Sketch Bidirectional Encoder Representation from
  Transformers by Self-supervised Learning of Sketch Gestalt","['Hangyu Lin', 'Yanwei Fu', 'Yu-Gang Jiang', 'Xiangyang Xue']",arXiv:2005.09159
http://arxiv.org/abs/2005.07702v1,2020-05-15T19:26:11Z,"Generative Adversarial Networks for photo to Hayao Miyazaki style
  cartoons","['Filip Andersson', 'Simon Arvidsson']",arXiv:2005.07702
http://arxiv.org/abs/2005.07328v2,2020-05-15T02:28:35Z,Exploring Crowd Co-creation Scenarios for Sketches,"['Devi Parikh', 'C. Lawrence Zitnick']",arXiv:2005.07328
http://arxiv.org/abs/2005.05751v1,2020-05-12T13:21:27Z,Unpaired Motion Style Transfer from Video to Animation,"['Kfir Aberman', 'Yijia Weng', 'Dani Lischinski', 'Daniel Cohen-Or', 'Baoquan Chen']",arXiv:2005.05751
http://arxiv.org/abs/2005.05207v1,2020-05-11T15:52:50Z,"Reference-Based Sketch Image Colorization using Augmented-Self Reference
  and Dense Semantic Correspondence","['Junsoo Lee', 'Eungyeup Kim', 'Yunsung Lee', 'Dongjun Kim', 'Jaehyuk Chang', 'Jaegul Choo']",arXiv:2005.05207
http://arxiv.org/abs/2004.10780v1,2020-04-22T18:27:46Z,"Diagram Image Retrieval using Sketch-Based Deep Learning and Transfer
  Learning","['Manish Bhattarai', 'Diane Oyen', 'Juan Castorena', 'Liping Yang', 'Brendt Wohlberg']",arXiv:2004.10780
http://arxiv.org/abs/2004.10634v2,2020-04-22T15:23:42Z,"MangaGAN: Unpaired Photo-to-Manga Translation Based on The Methodology
  of Manga Drawing","['Hao Su', 'Jianwei Niu', 'Xuefeng Liu', 'Qingfeng Li', 'Jiahe Cui', 'Ji Wan']",arXiv:2004.10634
http://arxiv.org/abs/2005.02133v1,2020-04-20T16:00:01Z,Quality Guided Sketch-to-Photo Image Synthesis,"['Uche Osahor', 'Hadi Kazemi', 'Ali Dabouei', 'Nasser Nasrabadi']",arXiv:2005.02133
http://arxiv.org/abs/2004.09190v2,2020-04-20T10:34:52Z,"Landmark Detection and 3D Face Reconstruction for Caricature using a
  Nonlinear Parametric Model","['Hongrui Cai', 'Yudong Guo', 'Zhuang Peng', 'Juyong Zhang']",arXiv:2004.09190
http://arxiv.org/abs/2004.06718v3,2020-04-14T06:50:08Z,"Line Art Correlation Matching Feature Transfer Network for Automatic
  Animation Colorization","['Zhang Qian', 'Wang Bo', 'Wen Wei', 'Li Hai', 'Liu Jun Hui']",arXiv:2004.06718
http://arxiv.org/abs/2004.02377v1,2020-04-06T02:27:51Z,AutoToon: Automatic Geometric Warping for Face Cartoon Generation,"['Julia Gong', 'Yannick Hold-Geoffroy', 'Jingwan Lu']",arXiv:2004.02377
http://arxiv.org/abs/2004.00226v1,2020-04-01T04:24:01Z,"Synthesis and Edition of Ultrasound Images via Sketch Guided Progressive
  Growing GANs","['Jiamin Liang', 'Xin Yang', 'Haoming Li', 'Yi Wang', 'Manh The Van', 'Haoran Dou', 'Chaoyu Chen', 'Jinghui Fang', 'Xiaowen Liang', 'Zixin Mai', 'Guowen Zhu', 'Zhiyi Chen', 'Dong Ni']",arXiv:2004.00226
http://arxiv.org/abs/2003.14121v2,2020-03-31T11:53:50Z,"HATSUKI : An anime character like robot figure platform with anime-style
  expressions and imitation learning based action generation","['Pin-Chu Yang', 'Mohammed Al-Sada', 'Chang-Chieh Chiu', 'Kevin Kuo', 'Tito Pradhono Tomo', 'Kanata Suzuki', 'Nelson Yalta', 'Kuo-Hao Shu', 'Tetsuya Ogata']",arXiv:2003.14121
http://arxiv.org/abs/2003.10685v2,2020-03-24T06:57:40Z,Deep Line Art Video Colorization with a Few References,"['Min Shi', 'Jia-Qi Zhang', 'Shu-Yu Chen', 'Lin Gao', 'Yu-Kun Lai', 'Fang-Lue Zhang']",arXiv:2003.10685
http://arxiv.org/abs/2003.10333v3,2020-03-23T15:37:49Z,Neural Contours: Learning to Draw Lines from 3D Shapes,"['Difan Liu', 'Mohamed Nabail', 'Aaron Hertzmann', 'Evangelos Kalogerakis']",arXiv:2003.10333
http://arxiv.org/abs/2003.09869v1,2020-03-22T12:07:23Z,"Progressive Domain-Independent Feature Decomposition Network for
  Zero-Shot Sketch-Based Image Retrieval","['Xinxun Xu', 'Cheng Deng', 'Muli Yang', 'Hao Wang']",arXiv:2003.09869
http://arxiv.org/abs/2003.08578v2,2020-03-19T05:28:31Z,"SDSS-IV MaNGA: Bayesian analysis of the star formation history of
  low-mass galaxies in the local Universe","['Shuang Zhou', 'H. J. Mo', 'Cheng Li', 'Médéric Boquien', 'Graziano Rossi']",arXiv:2003.08578
http://arxiv.org/abs/2003.06841v1,2020-03-15T14:42:15Z,"3D-CariGAN: An End-to-End Solution to 3D Caricature Generation from Face
  Photos","['Zipeng Ye', 'Ran Yi', 'Minjing Yu', 'Juyong Zhang', 'Yu-Kun Lai', 'Yong-jin Liu']",arXiv:2003.06841
http://arxiv.org/abs/2003.06182v1,2020-03-13T10:10:59Z,"A Wide Dataset of Ear Shapes and Pinna-Related Transfer Functions
  Generated by Random Ear Drawings","['Corentin Guezenoc', 'Renaud Seguier']",arXiv:2003.06182
http://arxiv.org/abs/2003.05471v3,2020-03-11T18:19:00Z,Deep Vectorization of Technical Drawings,"['Vage Egiazarian', 'Oleg Voynov', 'Alexey Artemov', 'Denis Volkhonskiy', 'Aleksandr Safin', 'Maria Taktasheva', 'Denis Zorin', 'Evgeny Burnaev']",arXiv:2003.05471
http://arxiv.org/abs/2003.05787v1,2020-03-10T18:08:19Z,"Cross-modal Multi-task Learning for Graphic Recognition of Caricature
  Face","['Zuheng Ming', 'Jean-Christophe Burie', 'Muhammad Muzzamil Luqman']",arXiv:2003.05787
http://arxiv.org/abs/2003.02683v5,2020-03-05T14:54:10Z,SketchyCOCO: Image Generation from Freehand Scene Sketches,"['Chengying Gao', 'Qi Liu', 'Qi Xu', 'Limin Wang', 'Jianzhuang Liu', 'Changqing Zou']",arXiv:2003.02683
http://arxiv.org/abs/2003.00678v2,2020-03-02T05:48:55Z,SketchGNN: Semantic Sketch Segmentation with Graph Neural Networks,"['Lumin Yang', 'Jiajie Zhuang', 'Hongbo Fu', 'Xiangzhi Wei', 'Kun Zhou', 'Youyi Zheng']",arXiv:2003.00678
http://arxiv.org/abs/2002.11812v2,2020-02-26T21:57:17Z,Learning to Shadow Hand-drawn Sketches,"['Qingyuan Zheng', 'Zhuoru Li', 'Adam Bargteil']",arXiv:2002.11812
http://arxiv.org/abs/2002.10381v1,2020-02-24T17:11:53Z,Sketchformer: Transformer-based Representation for Sketched Structure,"['Leo Sampaio Ferraz Ribeiro', 'Tu Bui', 'John Collomosse', 'Moacir Ponti']",arXiv:2002.10381
http://arxiv.org/abs/2002.10310v4,2020-02-24T15:36:02Z,"Sketch Less for More: On-the-Fly Fine-Grained Sketch Based Image
  Retrieval","['Ayan Kumar Bhunia', 'Yongxin Yang', 'Timothy M. Hospedales', 'Tao Xiang', 'Yi-Zhe Song']",arXiv:2002.10310
http://arxiv.org/abs/2002.09812v1,2020-02-23T03:07:31Z,"Sketching Transformed Matrices with Applications to Natural Language
  Processing","['Yingyu Liang', 'Zhao Song', 'Mengdi Wang', 'Lin F. Yang', 'Xin Yang']",arXiv:2002.09812
http://arxiv.org/abs/2002.09461v1,2020-02-21T18:28:35Z,Fine-Grained Instance-Level Sketch-Based Video Retrieval,"['Peng Xu', 'Kun Liu', 'Tao Xiang', 'Timothy M. Hospedales', 'Zhanyu Ma', 'Jun Guo', 'Yi-Zhe Song']",arXiv:2002.09461
http://arxiv.org/abs/2002.00867v1,2020-02-03T16:28:29Z,Deep Self-Supervised Representation Learning for Free-Hand Sketch,"['Peng Xu', 'Zeyu Song', 'Qiyue Yin', 'Yi-Zhe Song', 'Liang Wang']",arXiv:2002.00867
http://arxiv.org/abs/2002.00864v5,2020-02-03T16:17:50Z,"Optimal Iterative Sketching with the Subsampled Randomized Hadamard
  Transform","['Jonathan Lacotte', 'Sifan Liu', 'Edgar Dobriban', 'Mert Pilanci']",arXiv:2002.00864
http://arxiv.org/abs/2001.07922v1,2020-01-22T09:19:12Z,"Get Rid of Suspended Animation Problem: Deep Diffusive Neural Network on
  Graph Semi-Supervised Classification",['Jiawei Zhang'],arXiv:2001.07922
http://arxiv.org/abs/2001.06657v1,2020-01-18T12:18:28Z,Stacked Adversarial Network for Zero-Shot Sketch based Image Retrieval,"['Anubha Pandey', 'Ashish Mishra', 'Vinay Kumar Verma', 'Anurag Mittal', 'Hema A. Murthy']",arXiv:2001.06657
http://arxiv.org/abs/2001.05744v3,2020-01-16T11:31:21Z,"SketchDesc: Learning Local Sketch Descriptors for Multi-view
  Correspondence","['Deng Yu', 'Lei Li', 'Youyi Zheng', 'Manfred Lau', 'Yi-Zhe Song', 'Chiew-Lan Tai', 'Hongbo Fu']",arXiv:2001.05744
http://arxiv.org/abs/2001.02890v1,2020-01-09T08:57:50Z,"Deep Plastic Surgery: Robust and Controllable Image Editing with
  Human-Drawn Sketches","['Shuai Yang', 'Zhangyang Wang', 'Jiaying Liu', 'Zongming Guo']",arXiv:2001.02890
http://arxiv.org/abs/2001.02600v2,2020-01-08T16:23:56Z,Deep Learning for Free-Hand Sketch: A Survey and A Toolbox,"['Peng Xu', 'Timothy M. Hospedales', 'Qiyue Yin', 'Yi-Zhe Song', 'Tao Xiang', 'Liang Wang']",arXiv:2001.02600
http://arxiv.org/abs/2001.01870v1,2020-01-07T03:08:30Z,"MW-GAN: Multi-Warping GAN for Caricature Generation with Multi-Style
  Geometric Exaggeration","['Haodi Hou', 'Jing Huo', 'Jing Wu', 'Yu-Kun Lai', 'Yang Gao']",arXiv:2001.01870
http://arxiv.org/abs/1912.11258v3,2019-12-24T09:28:10Z,Multi-Graph Transformer for Free-Hand Sketch Recognition,"['Peng Xu', 'Chaitanya K. Joshi', 'Xavier Bresson']",arXiv:1912.11258
http://arxiv.org/abs/1912.09581v1,2019-12-19T22:41:43Z,Line Drawings of Natural Scenes Guide Visual Attention,"['Kai-Fu Yang', 'Wen-Wen Jiang', 'Teng-Fei Zhan', 'Yong-Jie Li']",arXiv:1912.09581
http://arxiv.org/abs/1912.10479v1,2019-12-17T22:53:23Z,"Facial Synthesis from Visual Attributes via Sketch using Multi-Scale
  Generators","['Xing Di', 'Vishal M. Patel']",arXiv:1912.10479
http://arxiv.org/abs/1912.05099v1,2019-12-11T03:20:54Z,"RoboCoDraw: Robotic Avatar Drawing with GAN-based Style Transfer and
  Time-efficient Path Optimization","['Tianying Wang', 'Wei Qi Toh', 'Hao Zhang', 'Xiuchao Sui', 'Shaohua Li', 'Yong Liu', 'Wei Jing']",arXiv:1912.05099
http://arxiv.org/abs/1912.00905v1,2019-12-02T16:33:15Z,Matrix sketching for supervised classification with imbalanced classes,"['Roberta Falcone', 'Angela Montanari', 'Laura Anderlucci']",arXiv:1912.00905
http://arxiv.org/abs/1911.13251v2,2019-11-29T17:43:45Z,"Zero-Shot Sketch-Based Image Retrieval with Structure-aware Asymmetric
  Disentanglement","['Jiangtong Li', 'Zhixin Ling', 'Li Niu', 'Liqing Zhang']",arXiv:1911.13251
http://arxiv.org/abs/1912.05019v2,2019-11-29T14:31:33Z,SketchZooms: Deep multi-view descriptors for matching line drawings,"['Pablo Navarro', 'José Ignacio Orlando', 'Claudio Delrieux', 'Emmanuel Iarussi']",arXiv:1912.05019
http://arxiv.org/abs/1911.09224v1,2019-11-21T00:07:43Z,"FLNet: Landmark Driven Fetching and Learning Network for Faithful
  Talking Facial Animation Synthesis","['Kuangxiao Gu', 'Yuqian Zhou', 'Thomas Huang']",arXiv:1911.09224
http://arxiv.org/abs/1911.08444v1,2019-11-19T18:10:56Z,MANGA: Method Agnostic Neural-policy Generalization and Adaptation,"['Homanga Bharadhwaj', 'Shoichiro Yamaguchi', 'Shin-ichi Maeda']",arXiv:1911.08444
http://arxiv.org/abs/1911.06102v1,2019-11-14T14:15:14Z,CartoonRenderer: An Instance-based Multi-Style Cartoon Image Translator,"['Yugang Chen', 'Muchun Chen', 'Chaoyue Song', 'Bingbing Ni']",arXiv:1911.06102
http://arxiv.org/abs/1911.04470v1,2019-11-10T02:53:06Z,"Semi-Heterogeneous Three-Way Joint Embedding Network for Sketch-Based
  Image Retrieval","['Jianjun Lei', 'Yuxin Song', 'Bo Peng', 'Zhanyu Ma', 'Ling Shao', 'Yi-Zhe Song']",arXiv:1911.04470
http://arxiv.org/abs/1911.03341v1,2019-11-08T16:04:08Z,Dynamic Deep Multi-task Learning for Caricature-Visual Face Recognition,"['Zuheng Ming', 'Jean-Christophe Burie', 'Muhammad Muzzamil Luqman']",arXiv:1911.03341
http://arxiv.org/abs/1911.01812v1,2019-11-05T14:38:18Z,Enhancing the Privacy of Federated Learning with Sketching,"['Zaoxing Liu', 'Tian Li', 'Virginia Smith', 'Vyas Sekar']",arXiv:1911.01812
http://arxiv.org/abs/1911.00972v2,2019-11-03T21:19:13Z,"Privacy for Free: Communication-Efficient Learning with Differential
  Privacy Using Sketches","['Tian Li', 'Zaoxing Liu', 'Vyas Sekar', 'Virginia Smith']",arXiv:1911.00972
http://arxiv.org/abs/1911.00426v1,2019-11-01T15:32:42Z,"Cali-Sketch: Stroke Calibration and Completion for High-Quality Face
  Image Generation from Poorly-Drawn Sketches","['Weihao Xia', 'Yujiu Yang', 'Jing-Hao Xue']",arXiv:1911.00426
http://arxiv.org/abs/1910.13008v1,2019-10-28T23:49:26Z,Sketch-Fill-A-R: A Persona-Grounded Chit-Chat Generation Framework,"['Michael Shum', 'Stephan Zheng', 'Wojciech Kryściński', 'Caiming Xiong', 'Richard Socher']",arXiv:1910.13008
http://arxiv.org/abs/1910.13830v1,2019-10-28T19:41:28Z,"Extreme Classification in Log Memory using Count-Min Sketch: A Case
  Study of Amazon Search with 50M Products","['Tharun Medini', 'Qixuan Huang', 'Yiqiu Wang', 'Vijai Mohan', 'Anshumali Shrivastava']",arXiv:1910.13830
http://arxiv.org/abs/1910.11637v2,2019-10-25T11:52:25Z,Mixing realities for sketch retrieval in Virtual Reality,"['Daniele Giunchi', 'Stuart james', 'Donald Degraen', 'Anthony Steed']",arXiv:1910.11637
http://arxiv.org/abs/1910.10441v2,2019-10-23T10:10:14Z,"A Fast and Compact Invertible Sketch for Network-Wide Heavy Flow
  Detection","['Lu Tang', 'Qun Huang', 'Patrick P. C. Lee']",arXiv:1910.10441
http://arxiv.org/abs/1910.09233v1,2019-10-21T09:37:46Z,"CNN based Extraction of Panels/Characters from Bengali Comic Book Page
  Images","['Arpita Dutta', 'Samit Biswas']",arXiv:1910.09233
http://arxiv.org/abs/1910.08930v1,2019-10-20T08:59:11Z,"Sketch2Code: Transformation of Sketches to UI in Real-time Using Deep
  Neural Network","['Vanita Jain', 'Piyush Agrawal', 'Subham Banga', 'Rishabh Kapoor', 'Shashwat Gulyani']",arXiv:1910.08930
http://arxiv.org/abs/1910.08462v1,2019-10-18T15:15:09Z,Animation Synthesis Triggered by Vocal Mimics,"['Adrien Nivaggioli', 'Damien Rohmer']",arXiv:1910.08462
http://arxiv.org/abs/1910.07192v1,2019-10-16T07:20:58Z,"Animating Landscape: Self-Supervised Learning of Decoupled Motion and
  Appearance for Single-Image Video Synthesis","['Yuki Endo', 'Yoshihiro Kanamori', 'Shigeru Kuriyama']",arXiv:1910.07192
http://arxiv.org/abs/1910.06038v2,2019-10-14T11:15:07Z,Sketch-Specific Data Augmentation for Freehand Sketch Recognition,"['Ying Zheng', 'Hongxun Yao', 'Xiaoshuai Sun', 'Shengping Zhang', 'Sicheng Zhao', 'Fatih Porikli']",arXiv:1910.06038
http://arxiv.org/abs/1910.06023v2,2019-10-14T10:21:44Z,"Deep Semantic Parsing of Freehand Sketches with Homogeneous
  Transformation, Soft-Weighted Loss, and Staged Learning","['Ying Zheng', 'Hongxun Yao', 'Xiaoshuai Sun']",arXiv:1910.06023
http://arxiv.org/abs/1910.05595v1,2019-10-12T16:36:54Z,"Facial Expression Recognition Using Human to Animated-Character
  Expression Translation","['Kamran Ali', 'Ilkin Isler', 'Charles Hughes']",arXiv:1910.05595
http://arxiv.org/abs/1910.05139v1,2019-10-11T12:47:55Z,"SDSS-IV MaNGA: New benchmark for the connection between stellar angular
  momentum and environment: a study of about 900 groups/clusters","['Mark T. Graham', 'Michele Cappellari', 'Matthew A. Bershady', 'Niv Drory']",arXiv:1910.05139
http://arxiv.org/abs/1910.02060v3,2019-10-04T17:40:51Z,Neural Puppet: Generative Layered Cartoon Characters,"['Omid Poursaeed', 'Vladimir G. Kim', 'Eli Shechtman', 'Jun Saito', 'Serge Belongie']",arXiv:1910.02060
http://arxiv.org/abs/1909.12383v1,2019-09-26T20:53:12Z,"Graph-Preserving Grid Layout: A Simple Graph Drawing Method for Graph
  Classification using CNNs","['Yecheng Lyu', 'Xinming Huang', 'Ziming Zhang']",arXiv:1909.12383
http://arxiv.org/abs/1909.12200v3,2019-09-26T15:45:23Z,"Scaling data-driven robotics with reward sketching and batch
  reinforcement learning","['Serkan Cabi', 'Sergio Gómez Colmenarejo', 'Alexander Novikov', 'Ksenia Konyushkova', 'Scott Reed', 'Rae Jeong', 'Konrad Zolna', 'Yusuf Aytar', 'David Budden', 'Mel Vecerik', 'Oleg Sushkov', 'David Barker', 'Jonathan Scholz', 'Misha Denil', 'Nando de Freitas', 'Ziyu Wang']",arXiv:1909.12200
http://arxiv.org/abs/1909.11957v4,2019-09-26T07:43:56Z,"Drawing early-bird tickets: Towards more efficient training of deep
  networks","['Haoran You', 'Chaojian Li', 'Pengfei Xu', 'Yonggan Fu', 'Yue Wang', 'Xiaohan Chen', 'Richard G. Baraniuk', 'Zhangyang Wang', 'Yingyan Lin']",arXiv:1909.11957
http://arxiv.org/abs/1909.11201v3,2019-09-24T21:55:26Z,Matrix Sketching for Secure Collaborative Machine Learning,"['Shusen Wang', 'Mengjiao Zhang']",arXiv:1909.11201
http://arxiv.org/abs/1909.11081v2,2019-09-24T17:56:37Z,Interactive Sketch & Fill: Multiclass Sketch-to-Image Translation,"['Arnab Ghosh', 'Richard Zhang', 'Puneet K. Dokania', 'Oliver Wang', 'Alexei A. Efros', 'Philip H. S. Torr', 'Eli Shechtman']",arXiv:1909.11081
http://arxiv.org/abs/1909.09821v3,2019-09-21T13:17:03Z,"Drawing Phase Diagrams of Random Quantum Systems by Deep Learning the
  Wave Functions","['Tomi Ohtsuki', 'Tomohiro Mano']",arXiv:1909.09821
http://arxiv.org/abs/1909.08552v1,2019-09-18T16:22:08Z,"An Automated Engineering Assistant: Learning Parsers for Technical
  Drawings","['Dries Van Daele', 'Nicholas Decleyre', 'Herman Dubois', 'Wannes Meert']",arXiv:1909.08552
http://arxiv.org/abs/1909.08313v3,2019-09-18T09:33:10Z,Unsupervised Sketch-to-Photo Synthesis,"['Runtao Liu', 'Qian Yu', 'Stella Yu']",arXiv:1909.08313
http://arxiv.org/abs/1909.07088v2,2019-09-16T09:45:49Z,BasketballGAN: Generating Basketball Play Simulation Through Sketching,"['Hsin-Ying Hsieh', 'Chieh-Yu Chen', 'Yu-Shuen Wang', 'Jung-Hong Chuang']",arXiv:1909.07088
http://arxiv.org/abs/1909.05729v2,2019-09-12T14:46:12Z,"GResNet: Graph Residual Network for Reviving Deep GNNs from Suspended
  Animation","['Jiawei Zhang', 'Lin Meng']",arXiv:1909.05729
http://arxiv.org/abs/1908.08151v1,2019-08-22T00:24:06Z,Multi-level Graph Drawing using Infomap Clustering,"['Seok-Hee Hong', 'Peter Eades', 'Marnijati Torkel', 'Ziyang Wang', 'David Chae', 'Sungpack Hong', 'Daniel Langerenken', 'Hassan Chafi']",arXiv:1908.08151
http://arxiv.org/abs/1908.07198v1,2019-08-20T07:39:21Z,DeepSketchHair: Deep Sketch-based 3D Hair Modeling,"['Yuefan Shen', 'Changgeng Zhang', 'Hongbo Fu', 'Kun Zhou', 'Youyi Zheng']",arXiv:1908.07198
http://arxiv.org/abs/1908.05848v2,2019-08-16T05:09:57Z,"Sketch-Driven Regular Expression Generation from Natural Language and
  Examples","['Xi Ye', 'Qiaochu Chen', 'Xinyu Wang', 'Isil Dillig', 'Greg Durrett']",arXiv:1908.05848
http://arxiv.org/abs/1908.05840v1,2019-08-16T04:24:38Z,"Tag2Pix: Line Art Colorization Using Text Tag With SECat and Changing
  Loss","['Hyunsu Kim', 'Ho Young Jhoo', 'Eunhyeok Park', 'Sungjoo Yoo']",arXiv:1908.05840
http://arxiv.org/abs/1908.05389v1,2019-08-15T01:35:36Z,"SFSegNet: Parse Freehand Sketches using Deep Fully Convolutional
  Networks","['Junkun Jiang', 'Ruomei Wang', 'Shujin Lin', 'Fei Wang']",arXiv:1908.05389
http://arxiv.org/abs/1908.04346v1,2019-08-06T12:14:56Z,"SkrGAN: Sketching-rendering Unconditional Generative Adversarial
  Networks for Medical Image Synthesis","['Tianyang Zhang', 'Huazhu Fu', 'Yitian Zhao', 'Jun Cheng', 'Mengjie Guo', 'Zaiwang Gu', 'Bing Yang', 'Yuting Xiao', 'Shenghua Gao', 'Jiang Liu']",arXiv:1908.04346
http://arxiv.org/abs/1907.13394v3,2019-07-31T09:48:41Z,Cartoon Face Recognition: A Benchmark Dataset,"['Yi Zheng', 'Yifan Zhao', 'Mengyuan Ren', 'He Yan', 'Xiangju Lu', 'Junhui Liu', 'Jia Li']",arXiv:1907.13394
